food_category,food_name,per_100_ml_or_gm,cal_per_100_ml_or_gms,kj_per_100_ml_or_gms,per_serving,cal_per_serving,kj_per_serving,per_ounces,cal_per_ounces,kj_per_ounces
Sauces & Dressings,Chili Sauce,100g,112 cal,470 kJ,1 tbsp (18 g),20 cal,85 kJ,1 oz. (28 g),31 cal,132 kJ
Sauces & Dressings,Cream Sauce,100g,180 cal,756 kJ,1 cup (244 g),439 cal,1845 kJ,1 oz. (28 g),50 cal,212 kJ
Sauces & Dressings,Curry Ketchup,100g,124 cal,521 kJ,1 tbsp (15 g),19 cal,78 kJ,1 oz. (28 g),35 cal,146 kJ
Sauces & Dressings,Curry Sauce,100g,26 cal,109 kJ,1 tbsp (17 g),4 cal,19 kJ,1 oz. (28 g),7 cal,31 kJ
Sauces & Dressings,French Dressing,100ml,60 cal,252 kJ,1 tbsp (15 ml),9 cal,38 kJ,1 fl. oz. (30 ml),18 cal,76 kJ
Sauces & Dressings,Gravy,100g,53 cal,223 kJ,1 cup (233 g),123 cal,520 kJ,1 oz. (28 g),15 cal,62 kJ
Sauces & Dressings,Greek Dressing,100ml,467 cal,1961 kJ,1 tbsp (15 ml),70 cal,294 kJ,1 fl. oz. (30 ml),140 cal,588 kJ
Sauces & Dressings,Hamburger Sauce,100g,383 cal,1609 kJ,1 tbsp (15 g),57 cal,241 kJ,1 oz. (28 g),107 cal,451 kJ
Sauces & Dressings,Harissa,100g,52 cal,218 kJ,1 tbsp (15 g),8 cal,33 kJ,1 oz. (28 g),15 cal,61 kJ
Sauces & Dressings,Hollandaise Sauce,100g,535 cal,2247 kJ,1 tbsp (15 g),80 cal,337 kJ,1 oz. (28 g),150 cal,629 kJ
Sauces & Dressings,Honey Mustard Dressing,100ml,464 cal,1949 kJ,1 tbsp (16 ml),74 cal,312 kJ,1 fl. oz. (30 ml),139 cal,585 kJ
Sauces & Dressings,Horseradish,100g,48 cal,202 kJ,1 tbsp (15 g),7 cal,30 kJ,1 oz. (28 g),13 cal,57 kJ
Sauces & Dressings,Italian Dressing,100ml,293 cal,1231 kJ,1 tbsp (15 ml),44 cal,185 kJ,1 fl. oz. (30 ml),88 cal,369 kJ
Sauces & Dressings,Ketchup,100g,100 cal,420 kJ,1 tbsp (15 g),15 cal,63 kJ,1 oz. (28 g),28 cal,118 kJ
Sauces & Dressings,Mayonnaise,100g,692 cal,2906 kJ,1 tbsp (13 g),90 cal,378 kJ,1 oz. (28 g),194 cal,814 kJ
Sauces & Dressings,Mustard,100g,60 cal,252 kJ,1 tsp (5 g),3 cal,13 kJ,1 oz. (28 g),17 cal,71 kJ
Sauces & Dressings,Mustard Sauce,100g,645 cal,2709 kJ,1 tbsp (13 g),84 cal,352 kJ,1 oz. (28 g),181 cal,759 kJ
Sauces & Dressings,Orange Sauce,100g,179 cal,752 kJ,1 tbsp (15 g),27 cal,113 kJ,1 oz. (28 g),50 cal,211 kJ
Sauces & Dressings,Pesto,100g,458 cal,1924 kJ,1 tbsp (15 g),69 cal,289 kJ,1 oz. (28 g),128 cal,539 kJ
Sauces & Dressings,Ranch Dressing,100ml,510 cal,2142 kJ,1 tbsp (15 ml),77 cal,321 kJ,1 fl. oz. (30 ml),153 cal,643 kJ
Sauces & Dressings,Remoulade Sauce,100g,635 cal,2667 kJ,1 tbsp (13 g),83 cal,347 kJ,1 oz. (28 g),178 cal,747 kJ
Sauces & Dressings,Russian Dressing,100ml,400 cal,1680 kJ,1 tbsp (15 ml),60 cal,252 kJ,1 fl. oz. (30 ml),120 cal,504 kJ
Sauces & Dressings,Salad Dressing,100ml,449 cal,1886 kJ,1 tbsp (16 ml),72 cal,302 kJ,1 fl. oz. (30 ml),135 cal,566 kJ
Sauces & Dressings,Sambal Oelek,100g,21 cal,88 kJ,1 tsp (5 g),1 cal,4 kJ,1 oz. (28 g),6 cal,25 kJ
Sauces & Dressings,Sesame Ginger Dressing,100ml,464 cal,1949 kJ,1 tbsp (15 ml),70 cal,292 kJ,1 fl. oz. (30 ml),139 cal,585 kJ
Sauces & Dressings,Sesame Paste,100g,595 cal,2499 kJ,1 tbsp (15 g),89 cal,375 kJ,1 oz. (28 g),167 cal,700 kJ
Sauces & Dressings,Sour Cream,100g,217 cal,911 kJ,1 tbsp (12 g),26 cal,109 kJ,1 oz. (28 g),61 cal,255 kJ
Sauces & Dressings,Sour Cream Sauce,100g,60 cal,252 kJ,1 tbsp (15 g),9 cal,38 kJ,1 oz. (28 g),17 cal,71 kJ
Sauces & Dressings,Soy Sauce,100ml,67 cal,281 kJ,1 tbsp (15 ml),10 cal,42 kJ,1 fl. oz. (30 ml),20 cal,84 kJ
Sauces & Dressings,Sweet and Sour Sauce,100g,179 cal,752 kJ,1 tbsp (15 g),27 cal,113 kJ,1 oz. (28 g),50 cal,211 kJ
Sauces & Dressings,Tabasco,100g,70 cal,294 kJ,1 tsp (5 g),4 cal,15 kJ,1 oz. (28 g),20 cal,82 kJ
Sauces & Dressings,Teriyaki Sauce,100g,89 cal,374 kJ,1 tbsp (18 g),16 cal,67 kJ,1 oz. (28 g),25 cal,105 kJ
Sauces & Dressings,Thai Curry Paste,100g,155 cal,651 kJ,1 tbsp (15 g),23 cal,98 kJ,1 oz. (28 g),43 cal,182 kJ
Sauces & Dressings,Tomato Paste,100g,82 cal,344 kJ,1 tbsp (17 g),14 cal,58 kJ,1 oz. (28 g),23 cal,96 kJ
Sauces & Dressings,Tomato Puree,100g,38 cal,160 kJ,1 tbsp (15 g),6 cal,24 kJ,1 oz. (28 g),11 cal,45 kJ
Sauces & Dressings,Tomato Sauce,100g,24 cal,101 kJ,1 cup (245 g),59 cal,247 kJ,1 oz. (28 g),7 cal,28 kJ
Sauces & Dressings,Tzatziki,100g,94 cal,395 kJ,1 tbsp (15 g),14 cal,59 kJ,1 oz. (28 g),26 cal,111 kJ
Sauces & Dressings,Vinaigrette,100ml,120 cal,504 kJ,1 tbsp (15 ml),18 cal,76 kJ,1 fl. oz. (30 ml),36 cal,151 kJ
Sauces & Dressings,Worcestershire Sauce,100ml,78 cal,328 kJ,1 tbsp (15 ml),12 cal,49 kJ,1 fl. oz. (30 ml),23 cal,98 kJ
Sauces & Dressings,Yogurt Dressing,100ml,45 cal,189 kJ,1 tbsp (15 ml),7 cal,28 kJ,1 fl. oz. (30 ml),14 cal,57 kJ
Sauces & Dressings,Zesty Italian Dressing,100ml,267 cal,1121 kJ,1 tbsp (15 ml),40 cal,168 kJ,1 fl. oz. (30 ml),80 cal,336 kJ
Sausage,Andouille,100g,232 cal,974 kJ,1 link (85 g),197 cal,828 kJ,1 oz. (28 g),65 cal,273 kJ
Sausage,Bacon,100g,407 cal,1709 kJ,1 slice (26 g),106 cal,444 kJ,1 oz. (28 g),114 cal,479 kJ
Sausage,Black Pudding,100g,379 cal,1592 kJ,1 slice (25 g),95 cal,398 kJ,1 oz. (28 g),106 cal,446 kJ
Sausage,Blood Sausage,100g,379 cal,1592 kJ,1 slice (25 g),95 cal,398 kJ,1 oz. (28 g),106 cal,446 kJ
Sausage,Bockwurst,100g,301 cal,1264 kJ,1 sausage (91 g),274 cal,1150 kJ,1 oz. (28 g),84 cal,354 kJ
Sausage,Boiled Ham,100g,104 cal,437 kJ,1 serving (63 g),66 cal,275 kJ,1 oz. (28 g),29 cal,122 kJ
Sausage,Bologna,100g,247 cal,1037 kJ,1 slice (23 g),57 cal,239 kJ,1 oz. (28 g),69 cal,290 kJ
Sausage,Boudin,100g,194 cal,815 kJ,1 oz. (28.35 g),54 cal,228 kJ,1 oz. (28 g),54 cal,228 kJ
Sausage,Bratwurst,100g,297 cal,1247 kJ,1 bratwurst (66 g),196 cal,823 kJ,1 oz. (28 g),83 cal,349 kJ
Sausage,Brawn,100g,157 cal,659 kJ,1 slice (28 g),44 cal,185 kJ,1 oz. (28 g),44 cal,185 kJ
Sausage,Breakfast Sausage Links,100g,339 cal,1424 kJ,1 link (13 g),44 cal,185 kJ,1 oz. (28 g),95 cal,399 kJ
Sausage,Cheese Pastry,100g,374 cal,1571 kJ,1 pastry (71 g),266 cal,1115 kJ,1 oz. (28 g),105 cal,440 kJ
Sausage,Chicken Breast,100g,79 cal,332 kJ,1 slice (21 g),17 cal,70 kJ,1 oz. (28 g),22 cal,93 kJ
Sausage,Chicken Meat,100g,79 cal,332 kJ,1 slice (21 g),17 cal,70 kJ,1 oz. (28 g),22 cal,93 kJ
Sausage,Chicken Salad,100g,81 cal,340 kJ,1 serving (344 g),279 cal,1170 kJ,1 oz. (28 g),23 cal,95 kJ
Sausage,Chorizo,100g,455 cal,1911 kJ,1 oz. (28.35 g),127 cal,535 kJ,1 oz. (28 g),127 cal,535 kJ
Sausage,Cooked Ham,100g,133 cal,559 kJ,1 oz. (28.35 g),37 cal,157 kJ,1 oz. (28 g),37 cal,157 kJ
Sausage,Corned Beef,100g,153 cal,643 kJ,1 slice (28 g),43 cal,180 kJ,1 oz. (28 g),43 cal,180 kJ
Sausage,Cumberland Sausage,100g,250 cal,1050 kJ,1 sausage (30 g),75 cal,315 kJ,1 oz. (28 g),70 cal,294 kJ
Sausage,Frankfurters,100g,305 cal,1281 kJ,1 frankfurter (45 g),137 cal,576 kJ,1 oz. (28 g),85 cal,359 kJ
Sausage,Garlic Sausage,100g,169 cal,710 kJ,1 slice (13 g),22 cal,92 kJ,1 oz. (28 g),47 cal,199 kJ
Sausage,Hot Dogs,100g,278 cal,1168 kJ,1 hot dog (52 g),145 cal,607 kJ,1 oz. (28 g),78 cal,327 kJ
Sausage,Hot Sausage,100g,259 cal,1088 kJ,1 serving (55 g),142 cal,598 kJ,1 oz. (28 g),73 cal,305 kJ
Sausage,Italian Sausage,100g,149 cal,626 kJ,1 link (84 g),125 cal,526 kJ,1 oz. (28 g),42 cal,175 kJ
Sausage,Jerky,100g,410 cal,1722 kJ,1 piece (20 g),82 cal,344 kJ,1 oz. (28 g),115 cal,482 kJ
Sausage,Kielbasa,100g,309 cal,1298 kJ,1 link (75 g),232 cal,974 kJ,1 oz. (28 g),87 cal,363 kJ
Sausage,Knackwurst,100g,307 cal,1289 kJ,1 link (72 g),221 cal,928 kJ,1 oz. (28 g),86 cal,361 kJ
Sausage,Landjaeger,100g,352 cal,1478 kJ,1 landjaeger (56.8 g),197 cal,828 kJ,1 oz. (28 g),99 cal,414 kJ
Sausage,Linguica,100g,282 cal,1184 kJ,1 oz. (28.35 g),79 cal,332 kJ,1 oz. (28 g),79 cal,332 kJ
Sausage,Liver Pate,100g,319 cal,1340 kJ,1 tbsp (13 g),41 cal,174 kJ,1 oz. (28 g),89 cal,375 kJ
Sausage,Liverwurst,100g,326 cal,1369 kJ,1 slice (18 g),59 cal,246 kJ,1 oz. (28 g),91 cal,383 kJ
Sausage,Luncheon Meat,100g,117 cal,491 kJ,1 slice (9.3 g),11 cal,44 kJ,1 oz. (28 g),33 cal,137 kJ
Sausage,Mettwurst,100g,310 cal,1302 kJ,1 serving (28 g),87 cal,365 kJ,1 oz. (28 g),87 cal,365 kJ
Sausage,Mortadella,100g,311 cal,1306 kJ,1 slice (15 g),47 cal,196 kJ,1 oz. (28 g),87 cal,366 kJ
Sausage,Pastrami,100g,133 cal,559 kJ,1 slice (29 g),39 cal,162 kJ,1 oz. (28 g),37 cal,157 kJ
Sausage,Pepperoni,100g,494 cal,2075 kJ,1 slice (2 g),10 cal,42 kJ,1 oz. (28 g),138 cal,581 kJ
Sausage,Polish Sausage,100g,301 cal,1264 kJ,1 serving (76 g),229 cal,961 kJ,1 oz. (28 g),84 cal,354 kJ
Sausage,Pork,100g,247 cal,1037 kJ,1 slice (21 g),52 cal,218 kJ,1 oz. (28 g),69 cal,290 kJ
Sausage,Pork Roll,100g,302 cal,1268 kJ,1 slice (43 g),130 cal,545 kJ,1 oz. (28 g),85 cal,355 kJ
Sausage,Prosciutto,100g,195 cal,819 kJ,1 slice (9 g),18 cal,74 kJ,1 oz. (28 g),55 cal,229 kJ
Sausage,Ring Bologna,100g,286 cal,1201 kJ,1 oz. (28.35 g),80 cal,336 kJ,1 oz. (28 g),80 cal,336 kJ
Sausage,Salami,100g,336 cal,1411 kJ,1 slice (12.3 g),40 cal,169 kJ,1 oz. (28 g),94 cal,395 kJ
Sausage,Sausage,100g,230 cal,966 kJ,1 sausage (16 g),37 cal,155 kJ,1 oz. (28 g),64 cal,270 kJ
Sausage,Smoked Sausage,100g,301 cal,1264 kJ,1 serving (76 g),229 cal,961 kJ,1 oz. (28 g),84 cal,354 kJ
Sausage,Souse,100g,157 cal,659 kJ,1 slice (28 g),44 cal,185 kJ,1 oz. (28 g),44 cal,185 kJ
Sausage,Spam,100g,315 cal,1323 kJ,1 serving (56 g),176 cal,741 kJ,1 oz. (28 g),88 cal,370 kJ
Sausage,Weisswurst,100g,313 cal,1315 kJ,1 link (113 g),354 cal,1486 kJ,1 oz. (28 g),88 cal,368 kJ
Sliced Cheese,American Cheese,100g,148 cal,622 kJ,1 slice (21 g),31 cal,131 kJ,1 oz. (28 g),41 cal,174 kJ
Sliced Cheese,Applewood,100g,410 cal,1722 kJ,1 slice (20 g),82 cal,344 kJ,1 oz. (28 g),115 cal,482 kJ
Sliced Cheese,Bergkäse,100g,418 cal,1756 kJ,1 slice (24 g),100 cal,421 kJ,1 oz. (28 g),117 cal,492 kJ
Sliced Cheese,Butter Cheese,100g,388 cal,1630 kJ,1 slice (26 g),101 cal,424 kJ,1 oz. (28 g),109 cal,456 kJ
Sliced Cheese,Cheddar,100g,403 cal,1693 kJ,1 slice (28 g),113 cal,474 kJ,1 oz. (28 g),113 cal,474 kJ
Sliced Cheese,Cheese Platter,100g,357 cal,1499 kJ,1 slice (28 g),100 cal,420 kJ,1 oz. (28 g),100 cal,420 kJ
Sliced Cheese,Cheese Slices,100g,356 cal,1495 kJ,1 slice (28 g),100 cal,419 kJ,1 oz. (28 g),100 cal,419 kJ
Sliced Cheese,Colby Cheese,100g,394 cal,1655 kJ,1 slice (28 g),110 cal,463 kJ,1 oz. (28 g),110 cal,463 kJ
Sliced Cheese,Colby-Jack Cheese,100g,394 cal,1655 kJ,1 slice (28 g),110 cal,463 kJ,1 oz. (28 g),110 cal,463 kJ
Sliced Cheese,Cold Pack Cheese,100g,246 cal,1033 kJ,1 tbsp (14 g),34 cal,145 kJ,1 oz. (28 g),69 cal,289 kJ
Sliced Cheese,Edam,100g,357 cal,1499 kJ,1 slice (28 g),100 cal,420 kJ,1 oz. (28 g),100 cal,420 kJ
Sliced Cheese,Edam Cheese,100g,357 cal,1499 kJ,1 slice (28 g),100 cal,420 kJ,1 oz. (28 g),100 cal,420 kJ
Sliced Cheese,Emmental,100g,357 cal,1499 kJ,1 slice (25 g),89 cal,375 kJ,1 oz. (28 g),100 cal,420 kJ
Sliced Cheese,Emmentaler,100g,357 cal,1499 kJ,1 slice (25 g),89 cal,375 kJ,1 oz. (28 g),100 cal,420 kJ
Sliced Cheese,Esrom (Cheese),100g,322 cal,1352 kJ,1 slice (23 g),74 cal,311 kJ,1 oz. (28 g),90 cal,379 kJ
Sliced Cheese,Fol Epi,100g,388 cal,1630 kJ,1 slice (24 g),93 cal,391 kJ,1 oz. (28 g),109 cal,456 kJ
Sliced Cheese,Fresh Mozzarella,100g,280 cal,1176 kJ,1 slice (28 g),78 cal,329 kJ,1 oz. (28 g),78 cal,329 kJ
Sliced Cheese,Gouda,100g,356 cal,1495 kJ,1 slice (28 g),100 cal,419 kJ,1 oz. (28 g),100 cal,419 kJ
Sliced Cheese,Gouda Cheese,100g,356 cal,1495 kJ,1 slice (28 g),100 cal,419 kJ,1 oz. (28 g),100 cal,419 kJ
Sliced Cheese,Havarti,100g,371 cal,1558 kJ,1 slice (28 g),104 cal,436 kJ,1 oz. (28 g),104 cal,436 kJ
Sliced Cheese,Lacy Swiss Cheese,100g,321 cal,1348 kJ,1 slice (28 g),90 cal,377 kJ,1 oz. (28 g),90 cal,377 kJ
Sliced Cheese,Leerdammer,100g,284 cal,1193 kJ,1 slice (25 g),71 cal,298 kJ,1 oz. (28 g),80 cal,334 kJ
Sliced Cheese,Leerdammer Cheese,100g,284 cal,1193 kJ,1 slice (25 g),71 cal,298 kJ,1 oz. (28 g),80 cal,334 kJ
Sliced Cheese,Maasdam Cheese,100g,344 cal,1445 kJ,1 slice (18 g),62 cal,260 kJ,1 oz. (28 g),96 cal,405 kJ
Sliced Cheese,Monterey Jack Cheese,100g,373 cal,1567 kJ,1 slice (28 g),104 cal,439 kJ,1 oz. (28 g),104 cal,439 kJ
Sliced Cheese,Mozzarella,100g,280 cal,1176 kJ,1 slice (28 g),78 cal,329 kJ,1 oz. (28 g),78 cal,329 kJ
Sliced Cheese,Muenster Cheese,100g,368 cal,1546 kJ,1 slice (28 g),103 cal,433 kJ,1 oz. (28 g),103 cal,433 kJ
Sliced Cheese,Pepper Cheese,100g,100 cal,420 kJ,1 slice (21 g),21 cal,88 kJ,1 oz. (28 g),28 cal,118 kJ
Sliced Cheese,Sandwich Cheese,100g,148 cal,622 kJ,1 slice (21 g),31 cal,131 kJ,1 oz. (28 g),41 cal,174 kJ
Sliced Cheese,Smoked Cheese,100g,410 cal,1722 kJ,1 slice (20 g),82 cal,344 kJ,1 oz. (28 g),115 cal,482 kJ
Sliced Cheese,Tilsit,100g,340 cal,1428 kJ,1 slice (25 g),85 cal,357 kJ,1 oz. (28 g),95 cal,400 kJ
Sliced Cheese,White American,100g,148 cal,622 kJ,1 slice (21 g),31 cal,131 kJ,1 oz. (28 g),41 cal,174 kJ
Sliced Cheese,White Cheddar,100g,403 cal,1693 kJ,1 cup (132 g),532 cal,2235 kJ,1 oz. (28 g),113 cal,474 kJ
Sliced Cheese,Young Gouda,100g,356 cal,1495 kJ,1 slice (28 g),100 cal,419 kJ,1 oz. (28 g),100 cal,419 kJ
Soda & Soft Drinks,7up,100ml,44 cal,185 kJ,12 fl. oz. (355 ml),156 cal,657 kJ,1 fl. oz. (30 ml),13 cal,56 kJ
Soda & Soft Drinks,Barq’s,100ml,46 cal,193 kJ,12 fl. oz. (355 ml),163 cal,685 kJ,1 fl. oz. (30 ml),14 cal,58 kJ
Soda & Soft Drinks,Bitter Lemon,100ml,34 cal,143 kJ,12 fl. oz. (355 ml),121 cal,508 kJ,1 fl. oz. (30 ml),10 cal,43 kJ
Soda & Soft Drinks,Canada Dry Ginger Ale,100ml,41 cal,172 kJ,8 fl. oz. (240 ml),98 cal,413 kJ,1 fl. oz. (30 ml),12 cal,52 kJ
Soda & Soft Drinks,Cherry Coke,100ml,44 cal,185 kJ,12 fl. oz. (355 ml),156 cal,657 kJ,1 fl. oz. (30 ml),13 cal,56 kJ
Soda & Soft Drinks,Coke,100ml,42 cal,176 kJ,12 fl. oz. (355 ml),149 cal,625 kJ,1 fl. oz. (30 ml),13 cal,53 kJ
Soda & Soft Drinks,Coke Zero,100ml,0 cal,0 kJ,12 fl. oz. (355 ml),0 cal,0 kJ,1 fl. oz. (30 ml),0 cal,0 kJ
Soda & Soft Drinks,Diet Cherry Coke,100ml,1 cal,4 kJ,12 fl. oz. (355 ml),4 cal,14 kJ,1 fl. oz. (30 ml),0 cal,1 kJ
Soda & Soft Drinks,Diet Coke,100ml,1 cal,4 kJ,12 fl. oz. (355 ml),4 cal,14 kJ,1 fl. oz. (30 ml),0 cal,1 kJ
Soda & Soft Drinks,Diet Dr. Pepper,100ml,0 cal,0 kJ,12 fl. oz. (355 ml),0 cal,0 kJ,1 fl. oz. (30 ml),0 cal,0 kJ
Soda & Soft Drinks,Diet Pepsi,100ml,0 cal,0 kJ,12 fl. oz. (355 ml),0 cal,0 kJ,1 fl. oz. (30 ml),0 cal,0 kJ
Soda & Soft Drinks,Diet Sunkist,100ml,0 cal,0 kJ,12 fl. oz. (355 ml),0 cal,0 kJ,1 fl. oz. (30 ml),0 cal,0 kJ
Soda & Soft Drinks,Dr. Brown’s,100ml,53 cal,223 kJ,12 fl. oz. (355 ml),188 cal,792 kJ,1 fl. oz. (30 ml),16 cal,67 kJ
Soda & Soft Drinks,Dr. Pepper,100ml,27 cal,113 kJ,12 fl. oz. (355 ml),96 cal,401 kJ,1 fl. oz. (30 ml),8 cal,34 kJ
Soda & Soft Drinks,Fanta,100ml,39 cal,164 kJ,12 fl. oz. (355 ml),138 cal,582 kJ,1 fl. oz. (30 ml),12 cal,49 kJ
Soda & Soft Drinks,Fanta Zero,100ml,0 cal,0 kJ,12 fl. oz. (355 ml),0 cal,0 kJ,1 fl. oz. (30 ml),0 cal,0 kJ
Soda & Soft Drinks,Five Alive,100ml,35 cal,147 kJ,12 fl. oz. (355 ml),124 cal,522 kJ,1 fl. oz. (30 ml),11 cal,44 kJ
Soda & Soft Drinks,Fresca,100ml,0 cal,0 kJ,12 fl. oz. (355 ml),0 cal,0 kJ,1 fl. oz. (30 ml),0 cal,0 kJ
Soda & Soft Drinks,Full Throttle,100ml,110 cal,462 kJ,8 fl. oz. (240 ml),264 cal,1109 kJ,1 fl. oz. (30 ml),33 cal,139 kJ
Soda & Soft Drinks,Fuze,100ml,20 cal,84 kJ,12 fl. oz. (355 ml),71 cal,298 kJ,1 fl. oz. (30 ml),6 cal,25 kJ
Soda & Soft Drinks,Fuze Tea,100ml,25 cal,105 kJ,12 fl. oz. (355 ml),89 cal,373 kJ,1 fl. oz. (30 ml),8 cal,32 kJ
Soda & Soft Drinks,Gatorade,100ml,25 cal,105 kJ,12 fl. oz. (355 ml),89 cal,373 kJ,1 fl. oz. (30 ml),8 cal,32 kJ
Soda & Soft Drinks,Ginger Ale,100ml,35 cal,147 kJ,12 fl. oz. (355 ml),124 cal,522 kJ,1 fl. oz. (30 ml),11 cal,44 kJ
Soda & Soft Drinks,Ice Tea,100ml,27 cal,113 kJ,12 fl. oz. (355 ml),96 cal,401 kJ,1 fl. oz. (30 ml),8 cal,34 kJ
Soda & Soft Drinks,Jolt Cola,100ml,44 cal,185 kJ,8 fl. oz. (240 ml),106 cal,444 kJ,1 fl. oz. (30 ml),13 cal,56 kJ
Soda & Soft Drinks,Kool-Aid,100ml,26 cal,109 kJ,8 fl. oz. (237 ml),62 cal,258 kJ,1 fl. oz. (30 ml),8 cal,33 kJ
Soda & Soft Drinks,Lemonade,100ml,42 cal,176 kJ,12 fl. oz. (355 ml),149 cal,625 kJ,1 fl. oz. (30 ml),13 cal,53 kJ
Soda & Soft Drinks,Mello Yello,100ml,49 cal,206 kJ,8 fl. oz. (240 ml),118 cal,494 kJ,1 fl. oz. (30 ml),15 cal,62 kJ
Soda & Soft Drinks,Minute Maid,100ml,46 cal,193 kJ,8 fl. oz. (240 ml),110 cal,463 kJ,1 fl. oz. (30 ml),14 cal,58 kJ
Soda & Soft Drinks,Minute Maid Light,100ml,2 cal,8 kJ,8 fl. oz. (240 ml),5 cal,19 kJ,1 fl. oz. (30 ml),1 cal,2 kJ
Soda & Soft Drinks,Mug Root Beer,100ml,42 cal,176 kJ,8 fl. oz. (240 ml),101 cal,422 kJ,1 fl. oz. (30 ml),13 cal,53 kJ
Soda & Soft Drinks,Orange Soda,100ml,48 cal,202 kJ,12 fl. oz. (355 ml),170 cal,717 kJ,1 fl. oz. (30 ml),14 cal,61 kJ
Soda & Soft Drinks,Pepsi,100ml,44 cal,185 kJ,12 fl. oz. (355 ml),156 cal,657 kJ,1 fl. oz. (30 ml),13 cal,56 kJ
Soda & Soft Drinks,Pibb Xtra,100ml,40 cal,168 kJ,12 fl. oz. (355 ml),142 cal,596 kJ,1 fl. oz. (30 ml),12 cal,50 kJ
Soda & Soft Drinks,Powerade,100ml,120 cal,504 kJ,1 bottle (500 ml),600 cal,2520 kJ,1 fl. oz. (30 ml),36 cal,151 kJ
Soda & Soft Drinks,Schweppes Ginger Ale,100ml,38 cal,160 kJ,12 fl. oz. (355 ml),135 cal,568 kJ,1 fl. oz. (30 ml),11 cal,48 kJ
Soda & Soft Drinks,Soda,100ml,53 cal,223 kJ,12 fl. oz. (355 ml),188 cal,792 kJ,1 fl. oz. (30 ml),16 cal,67 kJ
Soda & Soft Drinks,Sprite,100ml,37 cal,155 kJ,12 fl. oz. (355 ml),131 cal,550 kJ,1 fl. oz. (30 ml),11 cal,47 kJ
Soda & Soft Drinks,Sprite Zero,100ml,0 cal,0 kJ,12 fl. oz. (355 ml),0 cal,0 kJ,1 fl. oz. (30 ml),0 cal,0 kJ
Soda & Soft Drinks,Squirt,100ml,44 cal,185 kJ,8 fl. oz. (240 ml),106 cal,444 kJ,1 fl. oz. (30 ml),13 cal,56 kJ
Soda & Soft Drinks,Sunkist,100ml,25 cal,105 kJ,12 fl. oz. (355 ml),89 cal,373 kJ,1 fl. oz. (30 ml),8 cal,32 kJ
Soda & Soft Drinks,Surge,100ml,48 cal,202 kJ,12 fl. oz. (355 ml),170 cal,717 kJ,1 fl. oz. (30 ml),14 cal,61 kJ
Soda & Soft Drinks,TaB,100ml,0 cal,0 kJ,12 fl. oz. (355 ml),0 cal,0 kJ,1 fl. oz. (30 ml),0 cal,0 kJ
Soda & Soft Drinks,Tonic Water,100ml,35 cal,147 kJ,12 fl. oz. (355 ml),124 cal,522 kJ,1 fl. oz. (30 ml),11 cal,44 kJ
Soda & Soft Drinks,Vanilla Coke,100ml,45 cal,189 kJ,12 fl. oz. (355 ml),160 cal,671 kJ,1 fl. oz. (30 ml),14 cal,57 kJ
Soups,Alphabet Soup,100g,25 cal,105 kJ,1 cup (248 g),62 cal,260 kJ,1 oz. (28 g),7 cal,29 kJ
Soups,Bean Stew,100g,133 cal,559 kJ,1 cup (252 g),335 cal,1409 kJ,1 oz. (28 g),37 cal,157 kJ
Soups,Beef Bouillon,100g,3 cal,13 kJ,1 cup (240 g),7 cal,31 kJ,1 oz. (28 g),1 cal,4 kJ
Soups,Beef Noodle Soup,100g,34 cal,143 kJ,1 cup (244 g),83 cal,349 kJ,1 oz. (28 g),10 cal,40 kJ
Soups,Beef Soup,100g,33 cal,139 kJ,1 cup (213 g),70 cal,296 kJ,1 oz. (28 g),9 cal,39 kJ
Soups,Bouillon,100g,16 cal,67 kJ,1 cup (244 g),39 cal,163 kJ,1 oz. (28 g),4 cal,19 kJ
Soups,Broccoli Cheese Soup,100g,87 cal,365 kJ,1 can (303 g),264 cal,1106 kJ,1 oz. (28 g),24 cal,102 kJ
Soups,Broccoli Soup,100g,87 cal,365 kJ,1 cup (237 g),206 cal,865 kJ,1 oz. (28 g),24 cal,102 kJ
Soups,Cabbage Soup,100g,28 cal,118 kJ,1 cup (245 g),69 cal,289 kJ,1 oz. (28 g),8 cal,33 kJ
Soups,Carrot Ginger Soup,100g,25 cal,105 kJ,1 serving (381 g),95 cal,400 kJ,1 oz. (28 g),7 cal,29 kJ
Soups,Carrot Soup,100g,25 cal,105 kJ,1 serving (381 g),95 cal,400 kJ,1 oz. (28 g),7 cal,29 kJ
Soups,Chicken Bouillon,100g,4 cal,17 kJ,1 cup (241 g),10 cal,41 kJ,1 oz. (28 g),1 cal,5 kJ
Soups,Chicken Broth,100g,16 cal,67 kJ,1 cup (244 g),39 cal,163 kJ,1 oz. (28 g),4 cal,19 kJ
Soups,Chicken Gumbo Soup,100g,23 cal,97 kJ,1 cup (244 g),56 cal,237 kJ,1 oz. (28 g),6 cal,27 kJ
Soups,Chicken Noodle Soup,100g,25 cal,105 kJ,1 cup (248 g),62 cal,260 kJ,1 oz. (28 g),7 cal,29 kJ
Soups,Chicken Stock,100g,16 cal,67 kJ,1 cup (244 g),39 cal,163 kJ,1 oz. (28 g),4 cal,19 kJ
Soups,Chicken Vegetable Soup,100g,31 cal,130 kJ,1 cup (248 g),77 cal,322 kJ,1 oz. (28 g),9 cal,36 kJ
Soups,Chicken with Rice Soup,100g,24 cal,101 kJ,1 cup (243 g),58 cal,245 kJ,1 oz. (28 g),7 cal,28 kJ
